IAGAPC-Enhanced
Round,MaxResidualEnergy,AvgHops,MinDelay,NetworkLifetime,MinDistToCH,Throughput,ProcessCapability,InterClusterDist,MinMutationRate,PacketsDelivered,PacketLoss,TotalEnergyConsumed,EnergyEfficiency,ProcessingTime(ms)
41,150.00,3.66,1.3163,328.00,14.2790,4.7500,0.3800,267.62,0.1500,1558,0,84.03,18.54,2296.00
42,150.00,3.66,1.3163,336.00,14.2790,4.7500,0.3800,267.62,0.1500,1596,0,86.08,18.54,2296.00
43,150.00,3.66,1.3163,344.00,14.2790,4.7500,0.3800,267.62,0.1500,1634,0,88.13,18.54,2296.00
44,150.00,3.66,1.3163,352.00,14.2790,4.7500,0.3800,267.62,0.1500,1672,0,90.18,18.54,2296.00
45,150.00,3.66,1.3163,360.00,14.2790,4.7500,0.3800,267.62,0.1500,1710,0,92.23,18.54,2296.00
46,150.00,3.66,1.3163,368.00,14.2790,4.7500,0.3800,267.62,0.1500,1748,0,94.28,18.54,2296.00
47,150.00,3.66,1.3163,376.00,14.2790,4.7500,0.3800,267.62,0.1500,1786,0,96.33,18.54,2296.00
48,150.00,3.66,1.3163,384.00,14.2790,4.7500,0.3800,267.62,0.1500,1824,0,98.38,18.54,2296.00
49,150.00,3.66,1.3163,392.00,14.2790,4.7500,0.3800,267.62,0.1500,1862,0,100.43,18.54,2296.00
50,150.00,3.66,1.3163,400.00,14.2790,4.7500,0.3800,267.62,0.1500,1900,0,102.48,18.54,2296.00
51,150.00,3.66,1.3163,408.00,14.2790,4.7500,0.3800,267.62,0.1500,1938,0,104.53,18.54,2296.00
52,150.00,3.66,1.3163,416.00,14.2790,4.7500,0.3800,267.62,0.1500,1976,0,106.58,18.54,2296.00
53,150.00,3.66,1.3163,424.00,14.2790,4.7500,0.3800,267.62,0.1500,2014,0,108.62,18.54,2296.00
54,150.00,3.66,1.3163,432.00,14.2790,4.7500,0.3800,267.62,0.1500,2052,0,110.67,18.54,2296.00
55,150.00,3.66,1.3163,440.00,14.2790,4.7500,0.3800,267.62,0.1500,2090,0,112.72,18.54,2296.00
56,150.00,3.66,1.3163,448.00,14.2790,4.7500,0.3800,267.62,0.1500,2128,0,114.77,18.54,2296.00
57,150.00,3.66,1.3163,456.00,14.2790,4.7500,0.3800,267.62,0.1500,2166,0,116.82,18.54,2296.00
58,150.00,3.66,1.3163,464.00,14.2790,4.7500,0.3800,267.62,0.1500,2204,0,118.87,18.54,2296.00
59,150.00,3.66,1.3163,472.00,14.2790,4.7500,0.3800,267.62,0.1500,2242,0,120.92,18.54,2296.00
60,150.00,3.66,1.3163,480.00,14.2790,4.7500,0.3800,267.62,0.1500,2280,0,122.97,18.54,2296.00
61,150.00,3.66,1.3163,488.00,14.2790,4.7500,0.3800,267.62,0.1500,2318,0,125.02,18.54,2296.00
62,150.00,3.66,1.3163,496.00,14.2790,4.7500,0.3800,267.62,0.1500,2356,0,127.07,18.54,2296.00
63,150.00,3.66,1.3163,504.00,14.2790,4.7500,0.3800,267.62,0.1500,2394,0,129.12,18.54,2296.00
64,150.00,3.66,1.3163,512.00,14.2790,4.7500,0.3800,267.62,0.1500,2432,0,131.17,18.54,2296.00
65,150.00,3.66,1.3163,520.00,14.2790,4.7500,0.3800,267.62,0.1500,2470,0,133.22,18.54,2296.00
66,150.00,3.66,1.3163,528.00,14.2790,4.7500,0.3800,267.62,0.1500,2508,0,135.27,18.54,2296.00
67,150.00,3.66,1.3163,536.00,14.2790,4.7500,0.3800,267.62,0.1500,2546,0,137.32,18.54,2296.00
68,150.00,3.66,1.3163,544.00,14.2790,4.7500,0.3800,267.62,0.1500,2584,0,139.37,18.54,2296.00
69,150.00,3.66,1.3163,552.00,14.2790,4.7500,0.3800,267.62,0.1500,2622,0,141.42,18.54,2296.00
70,150.00,3.66,1.3163,560.00,14.2790,4.7500,0.3800,267.62,0.1500,2660,0,143.47,18.54,2296.00
71,150.00,3.66,1.3163,568.00,14.2790,4.7500,0.3800,267.62,0.1500,2698,0,145.52,18.54,2296.00
72,150.00,3.66,1.3163,576.00,14.2790,4.7500,0.3800,267.62,0.1500,2736,0,147.57,18.54,2296.00
73,150.00,3.66,1.3163,584.00,14.2790,4.7500,0.3800,267.62,0.1500,2774,0,149.61,18.54,2296.00
74,150.00,3.66,1.3163,592.00,14.2790,4.7500,0.3800,267.62,0.1500,2812,0,151.66,18.54,2296.00
75,150.00,3.66,1.3163,600.00,14.2790,4.7500,0.3800,267.62,0.1500,2850,0,153.71,18.54,2296.00
76,150.00,3.66,1.3163,608.00,14.2790,4.7500,0.3800,267.62,0.1500,2888,0,155.76,18.54,2296.00
77,150.00,3.66,1.3163,616.00,14.2790,4.7500,0.3800,267.62,0.1500,2926,0,157.81,18.54,2296.00
78,150.00,3.66,1.3163,624.00,14.2790,4.7500,0.3800,267.62,0.1500,2964,0,159.86,18.54,2296.00
79,150.00,3.66,1.3163,632.00,14.2790,4.7500,0.3800,267.62,0.1500,3002,0,161.91,18.54,2296.00
80,150.00,3.66,1.3163,640.00,14.2790,4.7500,0.3800,267.62,0.1500,3040,0,163.96,18.54,2296.00
81,150.00,3.66,1.3163,648.00,14.2790,4.7500,0.3800,267.62,0.1500,3078,0,166.01,18.54,2296.00
82,150.00,3.66,1.3163,656.00,14.2790,4.7500,0.3800,267.62,0.1500,3116,0,168.06,18.54,2296.00
83,150.00,3.66,1.3163,664.00,14.2790,4.7500,0.3800,267.62,0.1500,3154,0,170.11,18.54,2296.00
84,150.00,3.66,1.3163,672.00,14.2790,4.7500,0.3800,267.62,0.1500,3192,0,172.16,18.54,2296.00
85,150.00,3.66,1.3163,680.00,14.2790,4.7500,0.3800,267.62,0.1500,3230,0,174.21,18.54,2296.00
86,150.00,3.66,1.3163,688.00,14.2790,4.7500,0.3800,267.62,0.1500,3268,0,176.26,18.54,2296.00
87,150.00,3.66,1.3163,696.00,14.2790,4.7500,0.3800,267.62,0.1500,3306,0,178.31,18.54,2296.00
88,150.00,3.66,1.3163,704.00,14.2790,4.7500,0.3800,267.62,0.1500,3344,0,180.36,18.54,2296.00
89,150.00,3.66,1.3163,712.00,14.2790,4.7500,0.3800,267.62,0.1500,3382,0,182.41,18.54,2296.00
90,150.00,3.66,1.3163,720.00,14.2790,4.7500,0.3800,267.62,0.1500,3420,0,184.46,18.54,2296.00
91,150.00,3.66,1.3163,728.00,14.2790,4.7500,0.3800,267.62,0.1500,3458,0,186.51,18.54,2296.00
92,150.00,3.66,1.3163,736.00,14.2790,4.7500,0.3800,267.62,0.1500,3496,0,188.56,18.54,2296.00
93,150.00,3.66,1.3163,744.00,14.2790,4.7500,0.3800,267.62,0.1500,3534,0,190.61,18.54,2296.00
94,150.00,3.66,1.3163,752.00,14.2790,4.7500,0.3800,267.62,0.1500,3572,0,192.65,18.54,2296.00
95,150.00,3.66,1.3163,760.00,14.2790,4.7500,0.3800,267.62,0.1500,3610,0,194.70,18.54,2296.00
96,150.00,3.66,1.3163,768.00,14.2790,4.7500,0.3800,267.62,0.1500,3648,0,196.75,18.54,2296.00
97,150.00,3.66,1.3163,776.00,14.2790,4.7500,0.3800,267.62,0.1500,3686,0,198.80,18.54,2296.00
98,150.00,3.66,1.3163,784.00,14.2790,4.7500,0.3800,267.62,0.1500,3724,0,200.85,18.54,2296.00
99,150.00,3.66,1.3163,792.00,14.2790,4.7500,0.3800,267.62,0.1500,3762,0,202.90,18.54,2296.00
100,150.00,3.66,1.3163,800.00,14.2790,4.7500,0.3800,267.62,0.1500,3800,0,204.95,18.54,2296.00

CGAPD
Round,MaxResidualEnergy,AvgHops,MinDelay,NetworkLifetime,MinDistToCH,Throughput,ProcessCapability,InterClusterDist,MinMutationRate,PacketsDelivered,PacketLoss,TotalEnergyConsumed,EnergyEfficiency,ProcessingTime(ms)
1,150.00,3.93,1.4894,8.00,14.2790,3.6250,0.2900,267.62,0.0200,29,0,1.47,19.73,540.00
2,150.00,3.93,1.4894,16.00,14.2790,3.6250,0.2900,267.62,0.0200,58,0,2.94,19.73,540.00
3,150.00,3.93,1.4894,24.00,14.2790,3.6250,0.2900,267.62,0.0200,87,0,4.41,19.73,540.00
4,150.00,3.93,1.4894,32.00,14.2790,3.6250,0.2900,267.62,0.0200,116,0,5.88,19.73,540.00
5,150.00,3.93,1.4894,40.00,14.2790,3.6250,0.2900,267.62,0.0200,145,0,7.35,19.73,540.00
6,150.00,3.93,1.4894,48.00,14.2790,3.6250,0.2900,267.62,0.0200,174,0,8.82,19.73,540.00
7,150.00,3.93,1.4894,56.00,14.2790,3.6250,0.2900,267.62,0.0200,203,0,10.29,19.73,540.00
8,150.00,3.93,1.4894,64.00,14.2790,3.6250,0.2900,267.62,0.0200,232,0,11.76,19.73,540.00
9,150.00,3.93,1.4894,72.00,14.2790,3.6250,0.2900,267.62,0.0200,261,0,13.23,19.73,540.00
10,150.00,3.93,1.4894,80.00,14.2790,3.6250,0.2900,267.62,0.0200,290,0,14.70,19.73,540.00
11,150.00,3.93,1.4894,88.00,14.2790,3.6250,0.2900,267.62,0.0200,319,0,16.17,19.73,540.00
12,150.00,3.93,1.4894,96.00,14.2790,3.6250,0.2900,267.62,0.0200,348,0,17.64,19.73,540.00
13,150.00,3.93,1.4894,104.00,14.2790,3.6250,0.2900,267.62,0.0200,377,0,19.11,19.73,540.00
14,150.00,3.93,1.4894,112.00,14.2790,3.6250,0.2900,267.62,0.0200,406,0,20.58,19.73,540.00
15,150.00,3.93,1.4894,120.00,14.2790,3.6250,0.2900,267.62,0.0200,435,0,22.05,19.73,540.00
16,150.00,3.93,1.4894,128.00,14.2790,3.6250,0.2900,267.62,0.0200,464,0,23.51,19.73,540.00
17,150.00,3.93,1.4894,136.00,14.2790,3.6250,0.2900,267.62,0.0200,493,0,24.98,19.73,540.00
18,150.00,3.93,1.4894,144.00,14.2790,3.6250,0.2900,267.62,0.0200,522,0,26.45,19.73,540.00
19,150.00,3.93,1.4894,152.00,14.2790,3.6250,0.2900,267.62,0.0200,551,0,27.92,19.73,540.00
20,150.00,3.93,1.4894,160.00,14.2790,3.6250,0.2900,267.62,0.0200,580,0,29.39,19.73,540.00
21,150.00,3.93,1.4894,168.00,14.2790,3.6250,0.2900,267.62,0.0200,609,0,30.86,19.73,540.00
22,150.00,3.93,1.4894,176.00,14.2790,3.6250,0.2900,267.62,0.0200,638,0,32.33,19.73,540.00
23,150.00,3.93,1.4894,184.00,14.2790,3.6250,0.2900,267.62,0.0200,667,0,33.80,19.73,540.00
24,150.00,3.93,1.4894,192.00,14.2790,3.6250,0.2900,267.62,0.0200,696,0,35.27,19.73,540.00
25,150.00,3.93,1.4894,200.00,14.2790,3.6250,0.2900,267.62,0.0200,725,0,36.74,19.73,540.00
26,150.00,3.93,1.4894,208.00,14.2790,3.6250,0.2900,267.62,0.0200,754,0,38.21,19.73,540.00
27,150.00,3.93,1.4894,216.00,14.2790,3.6250,0.2900,267.62,0.0200,783,0,39.68,19.73,540.00
28,150.00,3.93,1.4894,224.00,14.2790,3.6250,0.2900,267.62,0.0200,812,0,41.15,19.73,540.00
29,150.00,3.93,1.4894,232.00,14.2790,3.6250,0.2900,267.62,0.0200,841,0,42.62,19.73,540.00
30,150.00,3.93,1.4894,240.00,14.2790,3.6250,0.2900,267.62,0.0200,870,0,44.09,19.73,540.00
31,150.00,3.93,1.4894,248.00,14.2790,3.6250,0.2900,267.62,0.0200,899,0,45.56,19.73,540.00
32,150.00,3.93,1.4894,256.00,14.2790,3.6250,0.2900,267.62,0.0200,928,0,47.03,19.73,540.00
33,150.00,3.93,1.4894,264.00,14.2790,3.6250,0.2900,267.62,0.0200,957,0,48.50,19.73,540.00
34,150.00,3.93,1.4894,272.00,14.2790,3.6250,0.2900,267.62,0.0200,986,0,49.97,19.73,540.00
35,150.00,3.93,1.4894,280.00,14.2790,3.6250,0.2900,267.62,0.0200,1015,0,51.44,19.73,540.00
36,150.00,3.93,1.4894,288.00,14.2790,3.6250,0.2900,267.62,0.0200,1044,0,52.91,19.73,540.00
37,150.00,3.93,1.4894,296.00,14.2790,3.6250,0.2900,267.62,0.0200,1073,0,54.38,19.73,540.00
38,150.00,3.93,1.4894,304.00,14.2790,3.6250,0.2900,267.62,0.0200,1102,0,55.85,19.73,540.00
39,150.00,3.93,1.4894,312.00,14.2790,3.6250,0.2900,267.62,0.0200,1131,0,57.32,19.73,540.00
40,150.00,3.93,1.4894,320.00,14.2790,3.6250,0.2900,267.62,0.0200,1160,0,58.79,19.73,540.00
41,150.00,3.93,1.4894,328.00,14.2790,3.6250,0.2900,267.62,0.0200,1189,0,60.26,19.73,540.00
42,150.00,3.93,1.4894,336.00,14.2790,3.6250,0.2900,267.62,0.0200,1218,0,61.73,19.73,540.00
43,150.00,3.93,1.4894,344.00,14.2790,3.6250,0.2900,267.62,0.0200,1247,0,63.20,19.73,540.00
44,150.00,3.93,1.4894,352.00,14.2790,3.6250,0.2900,267.62,0.0200,1276,0,64.67,19.73,540.00
45,150.00,3.93,1.4894,360.00,14.2790,3.6250,0.2900,267.62,0.0200,1305,0,66.14,19.73,540.00
46,150.00,3.93,1.4894,368.00,14.2790,3.6250,0.2900,267.62,0.0200,1334,0,67.60,19.73,540.00
47,150.00,3.93,1.4894,376.00,14.2790,3.6250,0.2900,267.62,0.0200,1363,0,69.07,19.73,540.00
48,150.00,3.93,1.4894,384.00,14.2790,3.6250,0.2900,267.62,0.0200,1392,0,70.54,19.73,540.00
49,150.00,3.93,1.4894,392.00,14.2790,3.6250,0.2900,267.62,0.0200,1421,0,72.01,19.73,540.00
50,150.00,3.93,1.4894,400.00,14.2790,3.6250,0.2900,267.62,0.0200,1450,0,73.48,19.73,540.00
51,150.00,3.93,1.4894,408.00,14.2790,3.6250,0.2900,267.62,0.0200,1479,0,74.95,19.73,540.00
52,150.00,3.93,1.4894,416.00,14.2790,3.6250,0.2900,267.62,0.0200,1508,0,76.42,19.73,540.00
53,150.00,3.93,1.4894,424.00,14.2790,3.6250,0.2900,267.62,0.0200,1537,0,77.89,19.73,540.00
54,150.00,3.93,1.4894,432.00,14.2790,3.6250,0.2900,267.62,0.0200,1566,0,79.36,19.73,540.00
55,150.00,3.93,1.4894,440.00,14.2790,3.6250,0.2900,267.62,0.0200,1595,0,80.83,19.73,540.00
56,150.00,3.93,1.4894,448.00,14.2790,3.6250,0.2900,267.62,0.0200,1624,0,82.30,19.73,540.00
57,150.00,3.93,1.4894,456.00,14.2790,3.6250,0.2900,267.62,0.0200,1653,0,83.77,19.73,540.00
58,150.00,3.93,1.4894,464.00,14.2790,3.6250,0.2900,267.62,0.0200,1682,0,85.24,19.73,540.00
59,150.00,3.93,1.4894,472.00,14.2790,3.6250,0.2900,267.62,0.0200,1711,0,86.71,19.73,540.00
60,150.00,3.93,1.4894,480.00,14.2790,3.6250,0.2900,267.62,0.0200,1740,0,88.18,19.73,540.00
61,150.00,3.93,1.4894,488.00,14.2790,3.6250,0.2900,267.62,0.0200,1769,0,89.65,19.73,540.00
62,150.00,3.93,1.4894,496.00,14.2790,3.6250,0.2900,267.62,0.0200,1798,0,91.12,19.73,540.00
63,150.00,3.93,1.4894,504.00,14.2790,3.6250,0.2900,267.62,0.0200,1827,0,92.59,19.73,540.00
64,150.00,3.93,1.4894,512.00,14.2790,3.6250,0.2900,267.62,0.0200,1856,0,94.06,19.73,540.00
65,150.00,3.93,1.4894,520.00,14.2790,3.6250,0.2900,267.62,0.0200,1885,0,95.53,19.73,540.00
66,150.00,3.93,1.4894,528.00,14.2790,3.6250,0.2900,267.62,0.0200,1914,0,97.00,19.73,540.00
67,150.00,3.93,1.4894,536.00,14.2790,3.6250,0.2900,267.62,0.0200,1943,0,98.47,19.73,540.00
68,150.00,3.93,1.4894,544.00,14.2790,3.6250,0.2900,267.62,0.0200,1972,0,99.94,19.73,540.00
69,150.00,3.93,1.4894,552.00,14.2790,3.6250,0.2900,267.62,0.0200,2001,0,101.41,19.73,540.00
70,150.00,3.93,1.4894,560.00,14.2790,3.6250,0.2900,267.62,0.0200,2030,0,102.88,19.73,540.00
71,150.00,3.93,1.4894,568.00,14.2790,3.6250,0.2900,267.62,0.0200,2059,0,104.35,19.73,540.00
72,150.00,3.93,1.4894,576.00,14.2790,3.6250,0.2900,267.62,0.0200,2088,0,105.82,19.73,540.00
73,150.00,3.93,1.4894,584.00,14.2790,3.6250,0.2900,267.62,0.0200,2117,0,107.29,19.73,540.00
74,150.00,3.93,1.4894,592.00,14.2790,3.6250,0.2900,267.62,0.0200,2146,0,108.76,19.73,540.00
75,150.00,3.93,1.4894,600.00,14.2790,3.6250,0.2900,267.62,0.0200,2175,0,110.23,19.73,540.00
76,150.00,3.93,1.4894,608.00,14.2790,3.6250,0.2900,267.62,0.0200,2204,0,111.69,19.73,540.00
77,150.00,3.93,1.4894,616.00,14.2790,3.6250,0.2900,267.62,0.0200,2233,0,113.16,19.73,540.00
78,150.00,3.93,1.4894,624.00,14.2790,3.6250,0.2900,267.62,0.0200,2262,0,114.63,19.73,540.00
79,150.00,3.93,1.4894,632.00,14.2790,3.6250,0.2900,267.62,0.0200,2291,0,116.10,19.73,540.00
80,150.00,3.93,1.4894,640.00,14.2790,3.6250,0.2900,267.62,0.0200,2320,0,117.57,19.73,540.00
81,150.00,3.93,1.4894,648.00,14.2790,3.6250,0.2900,267.62,0.0200,2349,0,119.04,19.73,540.00
82,150.00,3.93,1.4894,656.00,14.2790,3.6250,0.2900,267.62,0.0200,2378,0,120.51,19.73,540.00
83,150.00,3.93,1.4894,664.00,14.2790,3.6250,0.2900,267.62,0.0200,2407,0,121.98,19.73,540.00
84,150.00,3.93,1.4894,672.00,14.2790,3.6250,0.2900,267.62,0.0200,2436,0,123.45,19.73,540.00
85,150.00,3.93,1.4894,680.00,14.2790,3.6250,0.2900,267.62,0.0200,2465,0,124.92,19.73,540.00
86,150.00,3.93,1.4894,688.00,14.2790,3.6250,0.2900,267.62,0.0200,2494,0,126.39,19.73,540.00
87,150.00,3.93,1.4894,696.00,14.2790,3.6250,0.2900,267.62,0.0200,2523,0,127.86,19.73,540.00
88,150.00,3.93,1.4894,704.00,14.2790,3.6250,0.2900,267.62,0.0200,2552,0,129.33,19.73,540.00
89,150.00,3.93,1.4894,712.00,14.2790,3.6250,0.2900,267.62,0.0200,2581,0,130.80,19.73,540.00
90,150.00,3.93,1.4894,720.00,14.2790,3.6250,0.2900,267.62,0.0200,2610,0,132.27,19.73,540.00
91,150.00,3.93,1.4894,728.00,14.2790,3.6250,0.2900,267.62,0.0200,2639,0,133.74,19.73,540.00
92,150.00,3.93,1.4894,736.00,14.2790,3.6250,0.2900,267.62,0.0200,2668,0,135.21,19.73,540.00
93,150.00,3.93,1.4894,744.00,14.2790,3.6250,0.2900,267.62,0.0200,2697,0,136.68,19.73,540.00
94,150.00,3.93,1.4894,752.00,14.2790,3.6250,0.2900,267.62,0.0200,2726,0,138.15,19.73,540.00
95,150.00,3.93,1.4894,760.00,14.2790,3.6250,0.2900,267.62,0.0200,2755,0,139.62,19.73,540.00
96,150.00,3.93,1.4894,768.00,14.2790,3.6250,0.2900,267.62,0.0200,2784,0,141.09,19.73,540.00
97,150.00,3.93,1.4894,776.00,14.2790,3.6250,0.2900,267.62,0.0200,2813,0,142.56,19.73,540.00
98,150.00,3.93,1.4894,784.00,14.2790,3.6250,0.2900,267.62,0.0200,2842,0,144.03,19.73,540.00
99,150.00,3.93,1.4894,792.00,14.2790,3.6250,0.2900,267.62,0.0200,2871,0,145.50,19.73,540.00
100,150.00,3.93,1.4894,800.00,14.2790,3.6250,0.2900,267.62,0.0200,2900,0,146.97,19.73,540.00



PERFORMANCE METRICS SUMMARY
Algorithm,Rounds,MaxResidualEnergy,AvgHops,MinDelay,NetworkLifetime,MinDistToCH,Throughput,ProcessCapability,InterClusterDist,MinMutationRate,PacketsDelivered,PacketLoss,TotalEnergyConsumed,EnergyEfficiency,ProcessingTime(ms)
IAGAPC-Enhanced,100,150.00,5.36,2.81,800.00,14.28,6.88,0.55,267.62,0.30,5500,0,311.70,17.65,1411.00
AGAPC,100,150.00,3.72,2.29,800.00,14.28,4.00,0.32,267.62,0.06,3200,0,166.96,19.17,553.00
EGATS-N,100,150.00,3.71,1.25,800.00,14.28,4.75,0.38,267.62,0.05,3800,0,200.37,18.96,573.00
RCGA-ABC,100,150.00,4.39,2.20,800.00,14.28,2.88,0.23,267.62,0.03,2300,0,109.52,21.00,500.00
DGA-M,100,150.00,3.66,1.32,800.00,14.28,4.75,0.38,267.62,0.15,3800,0,204.95,18.54,2296.00
CGAPD,100,150.00,3.93,1.49,800.00,14.28,3.62,0.29,267.62,0.02,2900,0,146.97,19.73,540.00


BEST ALGORITHM BY METRIC
====================================================================================================
Most Rounds,IAGAPC-Enhanced
Max Residual Energy,IAGAPC-Enhanced
Best Throughput,IAGAPC-Enhanced
Longest Network Lifetime,IAGAPC-Enhanced
Best Process Capability,IAGAPC-Enhanced
Best Energy Efficiency,RCGA-ABC
Lowest Packet Loss,IAGAPC-Enhanced
