scheme,numNodes,areaWidth,areaHeight,simTime,dataRateKbps,packetSize,sinkVelocity,rngRun,gaBestFitness,packetsGenerated,packetsBufferedSent,packetsSent,packetsReceived,bufferOverflowDrops,pdrPercent,throughputKbps,avgDelaySec,totalEnergyConsumedJ,minRemainingEnergyJ,fndTimeSec,hndTimeSec,lndTimeSec,avgTurningAngleDeg,processingTimeMs,arpL3Drops,arpCacheDrops
DGA-M,500,1000,1000,300,250,512,10,10,0.308156,1451078,30411,9095,5182,1395730,0.357114,70.7516,2.98799,350,0,34.35,37.2,131.4,91.1246,19,12259,9200
CGAPD,500,1000,1000,300,250,512,10,1,0,1448177,27011,10896,6436,1396257,0.444421,87.8729,3.56782,350,0,34.35,37.5,120.2,78.6358,0,3303,13056
CGAPD,500,1000,1000,300,250,512,10,2,0,1453347,33211,14006,8599,1395382,0.591669,117.405,3.16735,350,0,34.4,37.6,117.85,55.297,0,3551,15956
CGAPD,500,1000,1000,300,250,512,10,3,0,1452845,32857,16598,9447,1395216,0.650241,128.983,3.21659,350,0,34.35,37.35,116.2,54.8705,0,5150,11353
CGAPD,500,1000,1000,300,250,512,10,4,0,1450335,29663,15578,9327,1395972,0.643093,127.345,3.70293,350,0,34.35,37.25,121.2,59.6091,0,2552,11809
CGAPD,500,1000,1000,300,250,512,10,7,0,1445085,23115,9750,6152,1397011,0.425719,83.9953,2.28532,350,0,34.4,37.45,118.2,62.457,0,3103,10458
CGAPD,500,1000,1000,300,250,512,10,6,0,1444507,22661,11115,6177,1396934,0.42762,84.3366,4.18161,350,0,34.35,37.25,118.45,55.5594,0,2851,8909
IAGAPC-Enhanced,200,1000,1000,300,50,512,10,1,0.579829,120320,8913,1342,1160,101526,0.964096,15.8379,0.503085,140,0,34.45,37.2,143.5,25.7852,18,3792,3888
IAGAPC-Enhanced,200,1000,1000,300,50,512,10,3,0.589023,117037,4225,1320,1038,102812,0.886899,14.1722,0.503091,140,0,34.45,37.05,139.5,20.5062,21,1536,1419
CGAPD,500,1000,1000,300,250,512,10,5,0,1451288,30564,13710,8052,1395907,0.554818,109.937,2.80872,350,0,34.35,37.35,122.5,68.3919,0,4052,13058
IAGAPC-Enhanced,200,1000,1000,300,50,512,10,4,0.552428,116505,3646,958,662,102959,0.568216,9.03851,1.98655,140,0,34.35,37.3,129.5,15.1697,11,1086,1667
IAGAPC-Enhanced,200,1000,1000,300,50,512,10,2,0.595107,117619,5472,3124,1986,102349,1.6885,27.1155,3.28956,140,0,34.35,37.45,142.65,13.3037,17,218,2219
IAGAPC-Enhanced,200,1000,1000,300,50,512,10,6,0.557844,116456,3508,1440,1137,103033,0.976334,15.5238,0.996996,140,0,34.4,37.25,104.75,11.0252,17,987,1128
IAGAPC-Enhanced,200,1000,1000,300,50,512,10,7,0.581144,118334,6196,1693,752,102138,0.635489,10.2673,0.504464,140,0,34.55,37.6,175.25,26.9042,25,1868,2716
IAGAPC-Enhanced,200,1000,1000,300,50,512,10,8,0.575388,118517,6351,2075,1785,102166,1.50611,24.3712,1.04706,140,0,34.35,37.25,157.4,16.353,17,2171,2177
IAGAPC-Enhanced,200,1000,1000,300,50,512,10,5,0.572486,120794,9575,5040,3371,101414,2.7907,46.0254,0.54067,140,0,34.35,37.45,197.95,19.3638,15,2268,2350
IAGAPC-Enhanced,200,1000,1000,300,50,512,10,9,0.568492,117002,4229,2110,1857,102819,1.58715,25.3542,0.50269,140,0,34.4,37.2,141.1,25.3086,17,817,1347
CGAPD,500,1000,1000,300,250,512,10,8,0,1449111,28112,11949,7350,1396105,0.507208,100.352,3.17422,350,0,34.4,37.35,121.25,55.4379,0,3900,12508
AGAPC,200,1000,1000,300,50,512,10,2,0.342147,118859,7052,561,245,101936,0.206127,3.34507,0.506613,140,0,34.35,37.35,156.6,67.7592,9,3015,3585
AGAPC,200,1000,1000,300,50,512,10,1,0.328862,117622,5170,1422,1077,102482,0.915645,14.7046,1.1471,140,0,34.45,37.2,166.5,98.6153,6,2039,1773
IAGAPC-Enhanced,200,1000,1000,300,50,512,10,10,0.559083,116697,3777,1473,954,102920,0.817502,13.0253,1.61961,140,0,34.45,37.4,146.8,22.727,13,866,1493
AGAPC,200,1000,1000,300,50,512,10,3,0.369942,117745,5477,1493,1090,102411,0.925729,14.8821,1.50773,140,0,34.45,37,146.35,55.3075,6,1500,2570
AGAPC,200,1000,1000,300,50,512,10,4,0.318483,117365,4738,770,318,102673,0.27095,4.34176,5.17909,140,0,34.35,37.3,148.45,70.7585,6,2048,1993
AGAPC,200,1000,1000,300,50,512,10,8,0.336655,116380,3854,294,123,102526,0.105688,1.67936,2.66995,140,0,34.35,37.25,132.45,76.9228,8,1390,2304
AGAPC,200,1000,1000,300,50,512,10,7,0.342796,117914,5636,1604,808,102374,0.685245,11.0319,0.693413,140,0,34.55,37.55,148.95,81.0972,6,1953,2155
AGAPC,200,1000,1000,300,50,512,10,5,0.350198,117423,5003,2309,1468,102516,1.25018,20.0431,3.63891,140,0,34.35,37.4,135.8,59.3194,6,1134,1631
AGAPC,200,1000,1000,300,50,512,10,6,0.321132,117221,4762,2017,1226,102603,1.04589,16.739,4.52177,140,0,34.4,37.4,134.85,69.1549,7,806,2035
CGAPD,500,1000,1000,300,250,512,10,9,0,1447379,26208,12219,7627,1396255,0.526953,104.134,3.26513,350,0,34.35,37.35,122.65,69.7094,0,3701,10505
AGAPC,200,1000,1000,300,50,512,10,9,0.332392,118950,7202,1533,669,101875,0.562421,9.13408,1.01871,140,0,34.4,37.35,145.95,88.8215,8,2280,3515
AGAPC,200,1000,1000,300,50,512,10,10,0.339765,117396,4954,1926,1459,102537,1.2428,19.9202,2.10303,140,0,34.45,37.4,143.2,66.0179,6,1270,1824
EGATS-N,200,1000,1000,300,50,512,10,4,0.328167,117891,5458,84,0,102482,0,0,0,140,0,34.35,37.3,180.4,88.9798,7,2770,2688
EGATS-N,200,1000,1000,300,50,512,10,5,0.367023,117074,4426,480,246,102648,0.210124,3.35872,4.48814,140,0,34.35,37.4,134.4,62.1274,8,1610,2436
EGATS-N,200,1000,1000,300,50,512,10,6,0.325725,116425,3738,885,538,102852,0.4621,7.34549,3.26991,140,0,34.4,37.4,120.2,99.76,9,781,2163
EGATS-N,200,1000,1000,300,50,512,10,1,0.335803,116828,4515,1991,1069,102363,0.91502,14.5954,3.6742,140,0,34.45,37.45,136.55,79.0991,6,207,2433
EGATS-N,200,1000,1000,300,50,512,10,7,0.340517,118020,5771,2042,1295,102298,1.09727,17.6811,0.696273,140,0,34.55,37.6,146.85,51.2802,6,1635,2157
EGATS-N,200,1000,1000,300,50,512,10,3,0.365029,120255,8785,3219,1907,101470,1.5858,26.0369,1.00894,140,0,34.45,37.25,178.15,77.0326,7,2707,2975
EGATS-N,200,1000,1000,300,50,512,10,9,0.368442,116802,4175,612,282,102863,0.241434,3.85024,8.07671,140,0,34.4,37.35,155.7,82.0617,7,1379,2268
EGATS-N,200,1000,1000,300,50,512,10,2,0.336911,118628,6812,3709,1296,101988,1.09249,17.6947,1.6482,140,0,34.35,37.35,164.1,76.2047,6,1124,2047
EGATS-N,200,1000,1000,300,50,512,10,10,0.341544,117874,5550,1430,1270,102396,1.07742,17.3397,0.502707,140,0,34.45,37.35,169.25,82.8671,12,1609,2597
CGAPD,500,1000,1000,300,250,512,10,10,0,1447419,25915,12618,7563,1396638,0.522516,103.26,2.84735,350,0,34.35,37.3,118.75,75.0967,0,3450,10058
RCGA-ABC,200,1000,1000,300,50,512,10,1,0.308102,116538,4442,988,677,102142,0.580926,9.24331,1.97042,140,0,34.45,37.35,135.15,116.555,15,331,3287
RCGA-ABC,200,1000,1000,300,50,512,10,2,0.314114,117676,5369,1411,1282,102355,1.08943,17.5036,0.502856,140,0,34.35,37.35,141.8,72.8898,9,1280,2782
RCGA-ABC,200,1000,1000,300,50,512,10,4,0.322376,116219,3584,377,222,102776,0.191019,3.03104,2.91364,140,0,34.35,37.4,127.1,93.3756,9,806,2507
RCGA-ABC,200,1000,1000,300,50,512,10,3,0.346858,115999,2936,1005,710,103111,0.612074,9.69387,0.878532,140,0,34.45,37.05,130.2,83.9289,10,732,1250
EGATS-N,200,1000,1000,300,50,512,10,8,0.323706,115933,3322,1572,1011,102693,0.872055,13.8035,1.97199,140,0,34.35,37.45,107.65,87.7626,7,257,1604
RCGA-ABC,200,1000,1000,300,50,512,10,10,0.33607,117397,5357,275,99,102234,0.0843292,1.35168,3.18836,140,0,34.45,37.5,139.25,103.658,15,1429,3793
DGA-M,200,1000,1000,300,50,512,10,1,0.335128,116490,3609,942,514,103026,0.44124,7.01781,0.502098,140,0,34.45,37.2,111.45,87.5197,6,708,2021
RCGA-ABC,200,1000,1000,300,50,512,10,7,0.327037,117894,5664,1717,918,102230,0.778666,12.5338,1.22196,140,0,34.55,37.55,136.6,118.187,13,1780,2268
DGA-M,200,1000,1000,300,50,512,10,2,0.320287,117957,5623,1558,1368,102383,1.15974,18.6778,0.503049,140,0,34.35,37.35,147.4,90.8114,6,1513,2632
RCGA-ABC,200,1000,1000,300,50,512,10,9,0.322311,116917,4155,2763,2041,102809,1.74568,27.8665,2.02365,140,0,34.4,37.35,139.05,130.271,8,573,856
RCGA-ABC,200,1000,1000,300,50,512,10,5,0.328692,118781,7491,3043,1766,101553,1.48677,24.1118,3.69115,140,0,34.35,37.5,140.3,103.772,8,1235,3334
DGA-M,200,1000,1000,300,50,512,10,5,0.353764,115265,1922,36,0,103441,0,0,0,140,0,34.35,37.4,119.75,88.4094,10,659,1263
DGA-M,200,1000,1000,300,50,512,10,6,0.320281,116349,3251,72,0,103098,0,0,0,140,0,34.4,37.3,112.8,86.593,8,1536,1715
RCGA-ABC,200,1000,1000,300,50,512,10,6,0.304863,117016,4772,2165,1130,102293,0.96568,15.4283,4.51399,140,0,34.4,37.45,126.95,133.594,8,219,2505
DGA-M,200,1000,1000,300,50,512,10,4,0.328886,118920,7041,979,697,101879,0.586108,9.51637,0.877817,140,0,34.35,37.35,142.4,69.5012,7,2304,3894
DGA-M,200,1000,1000,300,50,512,10,8,0.337729,120706,9523,5552,5470,101475,4.53167,74.6837,0.503565,140,0,34.35,37.35,152.6,101.384,6,2085,1944
DGA-M,200,1000,1000,300,50,512,10,9,0.342428,120464,9114,1967,1455,101397,1.20783,19.8656,1.22839,140,0,34.4,37.35,171.05,83.1852,6,3561,3707
DGA-M,200,1000,1000,300,50,512,10,7,0.345773,117060,4740,1628,882,102417,0.75346,12.0422,3.34984,140,0,34.55,37.55,152.95,92.7371,10,1098,2113
RCGA-ABC,200,1000,1000,300,50,512,10,8,0.312288,119211,7514,5548,2823,101746,2.36807,38.5434,0.645564,140,0,34.35,37.35,193.4,103.217,8,768,1248
DGA-M,200,1000,1000,300,50,512,10,3,0.346421,118183,6215,3539,2327,102061,1.96898,31.7713,3.54526,140,0,34.45,37.25,121.1,87.7802,9,988,1790
DGA-M,200,1000,1000,300,50,512,10,10,0.326762,118178,5866,2007,672,102360,0.568634,9.17504,0.781301,140,0,34.45,37.4,146.4,97.7045,6,1661,2276
CGAPD,200,1000,1000,300,50,512,10,1,0,116331,3903,1980,1301,102512,1.11836,17.763,4.2842,140,0,34.45,37.45,118.5,82.9253,0,147,1868
CGAPD,200,1000,1000,300,50,512,10,4,0,115625,2615,1609,1093,103010,0.945297,14.9231,4.84577,140,0,34.35,37.35,117.5,63.6905,0,0,1081
CGAPD,200,1000,1000,300,50,512,10,2,0,116445,4040,1910,1204,102499,1.03396,16.4386,4.36192,140,0,34.35,37.5,116.25,50.4543,0,25,2238
CGAPD,200,1000,1000,300,50,512,10,5,0,116062,3312,1379,774,102835,0.666885,10.5677,3.95792,140,0,34.35,37.5,123.65,77.3878,0,220,1793
CGAPD,200,1000,1000,300,50,512,10,6,0,116177,3574,979,615,102719,0.529365,8.3968,3.93336,140,0,34.4,37.4,116.25,71.6796,0,12,2691
CGAPD,200,1000,1000,300,50,512,10,3,0,116487,4089,2737,1867,102496,1.60275,25.4908,5.14964,140,0,34.45,37.1,120.85,76.0785,0,0,1464
CGAPD,200,1000,1000,300,50,512,10,8,0,116383,4091,1234,689,102390,0.592011,9.40715,3.51705,140,0,34.35,37.4,115.9,59.6451,0,0,2987
IAGAPC-Enhanced,200,1000,1000,300,125,512,10,1,0.579829,300659,22281,3192,2900,268445,0.964548,39.5947,0.511381,140,0,34.45,37.2,143.5,25.7852,11,10198,9000
CGAPD,200,1000,1000,300,50,512,10,10,0,115535,2609,1040,567,103026,0.49076,7.74144,2.98786,140,0,34.45,37.45,118.05,63.3874,0,13,1649
CGAPD,200,1000,1000,300,50,512,10,7,0,116617,4267,2059,1300,102398,1.11476,17.7493,4.12667,140,0,34.55,37.6,118.6,70.2961,0,110,2197
IAGAPC-Enhanced,200,1000,1000,300,125,512,10,3,0.589023,292457,10561,3225,2595,271896,0.88731,35.4304,0.511536,140,0,34.45,37.05,139.5,20.5062,11,4050,3336
IAGAPC-Enhanced,200,1000,1000,300,125,512,10,4,0.552428,291116,8737,2221,1576,272477,0.541365,21.5177,1.52684,140,0,34.35,37.3,129.5,15.1697,23,2813,3768
CGAPD,200,1000,1000,300,50,512,10,9,0,116215,3671,1994,1316,102592,1.13238,17.9678,4.42552,140,0,34.4,37.4,114.6,58.0489,0,0,1769
IAGAPC-Enhanced,200,1000,1000,300,125,512,10,6,0.557844,290991,8546,3455,2767,272510,0.950889,37.7788,0.797788,140,0,34.4,37.25,104.75,11.0252,15,2649,2489
IAGAPC-Enhanced,200,1000,1000,300,125,512,10,2,0.595107,293922,12881,7326,4583,271217,1.55926,62.5732,2.58265,140,0,34.35,37.45,142.7,13.3037,13,783,4861
IAGAPC-Enhanced,200,1000,1000,300,125,512,10,8,0.575388,296158,15801,5006,4385,270357,1.48063,59.8699,0.876064,140,0,34.35,37.25,157.4,16.353,17,5775,5092
IAGAPC-Enhanced,200,1000,1000,300,125,512,10,9,0.568492,292360,10415,5203,4640,271984,1.58708,63.3515,0.510833,140,0,34.4,37.2,141.1,25.3086,14,2269,2988
IAGAPC-Enhanced,200,1000,1000,300,125,512,10,7,0.581144,295676,15188,4111,1870,270488,0.632449,25.5317,0.512147,140,0,34.55,37.6,175.25,26.9042,17,5199,5959
IAGAPC-Enhanced,200,1000,1000,300,125,512,10,10,0.559083,291598,9289,3524,2309,272309,0.791844,31.5255,1.30017,140,0,34.45,37.4,146.8,22.727,15,2300,3520
AGAPC,200,1000,1000,300,125,512,10,2,0.342147,296997,17179,1238,611,269918,0.205726,8.34219,0.514863,140,0,34.35,37.35,156.6,67.7592,6,8126,7924
IAGAPC-Enhanced,200,1000,1000,300,125,512,10,5,0.572486,301860,23960,12504,8445,268093,2.79765,115.302,0.549477,140,0,34.35,37.45,197.95,19.3638,17,5958,5581
AGAPC,200,1000,1000,300,125,512,10,1,0.328862,293914,12695,3308,2614,271220,0.889376,35.6898,0.933385,140,0,34.45,37.2,166.5,98.6153,6,5299,4152
AGAPC,200,1000,1000,300,125,512,10,3,0.369942,294221,13241,3379,2500,271112,0.849701,34.1333,1.04006,140,0,34.45,37,146.35,55.3075,6,4135,5813
AGAPC,200,1000,1000,300,125,512,10,4,0.318483,293268,11771,1814,794,271537,0.270742,10.8407,5.33141,140,0,34.35,37.3,148.45,70.7585,6,5400,4630
AGAPC,200,1000,1000,300,125,512,10,8,0.336655,290814,8504,458,233,272310,0.0801199,3.18123,1.64118,140,0,34.35,37.25,132.45,76.9228,8,3553,4627
AGAPC,200,1000,1000,300,125,512,10,5,0.350198,293400,12053,5434,3438,271437,1.17178,46.9402,2.96976,140,0,34.35,37.4,135.8,59.3194,6,3041,3649
AGAPC,200,1000,1000,300,125,512,10,7,0.342796,294615,13712,3820,1943,270993,0.659505,26.5284,0.616273,140,0,34.55,37.55,148.95,81.0972,7,5086,4882
AGAPC,200,1000,1000,300,125,512,10,9,0.332392,297220,17402,3564,1583,269912,0.532602,21.6132,0.800336,140,0,34.4,37.35,145.95,88.8215,9,6069,7895
AGAPC,200,1000,1000,300,125,512,10,6,0.321132,292902,11299,4664,2829,271736,0.965852,38.6253,3.9484,140,0,34.4,37.4,134.85,69.1549,8,2317,4414
EGATS-N,200,1000,1000,300,125,512,10,4,0.328167,294584,13643,84,0,270990,0,0,0,140,0,34.35,37.3,180.4,88.9798,7,7399,6244
AGAPC,200,1000,1000,300,125,512,10,10,0.339765,293352,11930,4489,3416,271509,1.16447,46.6398,1.6163,140,0,34.45,37.4,143.3,66.0179,12,3476,4031
EGATS-N,200,1000,1000,300,125,512,10,5,0.367023,292527,10690,974,539,271837,0.184256,7.35915,3.49142,140,0,34.35,37.4,134.4,62.1274,10,4212,5604
EGATS-N,200,1000,1000,300,125,512,10,1,0.335803,291937,10078,4426,2295,271908,0.786129,31.3344,2.85246,140,0,34.45,37.45,136.55,79.0991,9,644,5124
EGATS-N,200,1000,1000,300,125,512,10,6,0.325725,290901,8586,2003,1271,272456,0.436918,17.3534,2.63604,140,0,34.4,37.4,120.2,99.76,8,2253,4421
EGATS-N,200,1000,1000,300,125,512,10,7,0.340517,294888,14117,5007,3220,270817,1.09194,43.9637,0.687181,140,0,34.55,37.6,146.85,51.2802,6,4429,4744
EGATS-N,200,1000,1000,300,125,512,10,9,0.368442,291862,9904,1244,621,272168,0.212772,8.47872,7.15549,140,0,34.4,37.35,155.7,82.0617,6,3690,5054
EGATS-N,200,1000,1000,300,125,512,10,2,0.336911,296426,16425,9020,3236,270130,1.09167,44.1822,1.69164,140,0,34.35,37.35,164.1,76.2047,6,2999,4474
EGATS-N,200,1000,1000,300,125,512,10,3,0.365029,300507,21875,7869,4763,268632,1.58499,65.0308,1.02342,140,0,34.45,37.25,178.15,77.0326,7,7084,7038
EGATS-N,200,1000,1000,300,125,512,10,10,0.341544,294536,13568,3443,3175,271010,1.07797,43.3493,0.510998,140,0,34.45,37.35,169.25,82.8671,14,4420,5791
RCGA-ABC,200,1000,1000,300,125,512,10,1,0.308102,291193,9217,1921,1391,272018,0.47769,18.9918,1.29514,140,0,34.45,37.35,135.15,116.555,8,1117,6343
RCGA-ABC,200,1000,1000,300,125,512,10,4,0.322376,290395,7906,634,406,272595,0.13981,5.54325,1.81635,140,0,34.35,37.4,127.1,93.3756,8,2148,5230
RCGA-ABC,200,1000,1000,300,125,512,10,2,0.314114,294044,12893,3370,3205,271196,1.08997,43.7589,0.511057,140,0,34.35,37.35,141.8,72.8898,11,3368,6259
EGATS-N,200,1000,1000,300,125,512,10,8,0.323706,289696,6893,3416,2177,272825,0.751477,29.7233,1.3783,140,0,34.35,37.45,107.65,87.7626,9,641,2947
RCGA-ABC,200,1000,1000,300,125,512,10,3,0.346858,289861,6965,2359,1698,272940,0.585798,23.1834,0.666406,140,0,34.45,37.05,130.2,83.9289,8,1889,2768
RCGA-ABC,200,1000,1000,300,125,512,10,7,0.327037,294565,13628,2542,1974,270937,0.670141,26.9517,0.804234,140,0,34.55,37.55,136.6,118.187,17,5196,6001
RCGA-ABC,200,1000,1000,300,125,512,10,10,0.33607,293342,12184,403,172,271335,0.0586346,2.34837,2.03503,140,0,34.45,37.5,139.25,103.658,10,3975,7946
DGA-M,200,1000,1000,300,125,512,10,1,0.335128,291084,8717,2259,1282,272504,0.440423,17.5036,0.511006,140,0,34.45,37.2,111.45,87.5197,6,1966,4554
DGA-M,200,1000,1000,300,125,512,10,2,0.320287,294743,13827,3774,3418,270962,1.15965,46.6671,0.511532,140,0,34.35,37.35,147.4,90.8114,6,4129,6004
RCGA-ABC,200,1000,1000,300,125,512,10,9,0.322311,292166,10192,6730,5027,272021,1.7206,68.6353,1.87398,140,0,34.4,37.35,139.05,130.271,9,1541,1958
RCGA-ABC,200,1000,1000,300,125,512,10,5,0.328692,296805,17327,7119,4098,269655,1.3807,55.9514,2.9865,140,0,34.35,37.5,140.3,103.772,12,3538,6791
DGA-M,200,1000,1000,300,125,512,10,4,0.328886,297159,17221,2242,1740,269938,0.585545,23.7568,0.888786,140,0,34.35,37.35,142.4,69.5012,12,5978,9137
RCGA-ABC,200,1000,1000,300,125,512,10,6,0.304863,292395,10651,4712,2521,271793,0.86219,34.4201,3.61422,140,0,34.4,37.45,126.95,133.594,8,774,5282
DGA-M,200,1000,1000,300,125,512,10,5,0.353764,288016,4431,36,0,273679,0,0,0,140,0,34.35,37.4,119.75,88.4094,6,1874,2557
DGA-M,200,1000,1000,300,125,512,10,6,0.320281,290728,8048,72,0,272680,0,0,0,140,0,34.4,37.3,112.8,86.593,10,3960,4088
DGA-M,200,1000,1000,300,125,512,10,3,0.346421,295316,14786,8239,5360,270614,1.815,73.1819,2.86379,140,0,34.45,37.25,121.1,87.7802,10,2754,3895
DGA-M,200,1000,1000,300,125,512,10,9,0.342428,301009,22701,4659,3561,268349,1.18302,48.6195,1.01536,140,0,34.4,37.35,171.05,83.1852,6,9459,8704
DGA-M,200,1000,1000,300,125,512,10,7,0.345773,292478,10875,3690,2046,271695,0.69954,27.9347,2.8092,140,0,34.55,37.55,152.95,92.7371,10,3096,4188
DGA-M,200,1000,1000,300,125,512,10,8,0.337729,301659,23836,13823,13704,268107,4.54288,187.105,0.511692,140,0,34.35,37.35,152.6,101.384,9,5571,4500
RCGA-ABC,200,1000,1000,300,125,512,10,8,0.312288,297904,18399,13486,6976,269553,2.34169,95.2457,0.630276,140,0,34.35,37.35,193.4,103.217,10,2029,2934
DGA-M,200,1000,1000,300,125,512,10,10,0.326762,295305,14511,4902,1650,270839,0.558744,22.528,0.796603,140,0,34.45,37.4,146.4,97.7045,11,4464,5223
CGAPD,200,1000,1000,300,125,512,10,1,0,290683,8408,4287,2732,272318,0.939855,37.3009,3.27107,140,0,34.45,37.45,118.5,82.9253,0,309,3904
CGAPD,200,1000,1000,300,125,512,10,4,0,288923,5709,3457,2274,273214,0.787061,31.0477,3.80373,140,0,34.35,37.35,117.5,63.6905,0,76,2251
CGAPD,200,1000,1000,300,125,512,10,5,0,290002,7303,3027,1632,272760,0.562755,22.2822,2.95087,140,0,34.35,37.5,123.65,77.3878,0,661,3695
CGAPD,200,1000,1000,300,125,512,10,2,0,290958,8706,4083,2516,272336,0.86473,34.3518,3.35361,140,0,34.35,37.5,116.25,50.4543,0,199,4557
CGAPD,200,1000,1000,300,125,512,10,6,0,290285,7730,2059,1308,272572,0.450592,17.8586,2.95048,140,0,34.4,37.4,116.25,71.6796,0,183,5596
CGAPD,200,1000,1000,300,125,512,10,8,0,290818,8680,2662,1495,272233,0.514067,20.4117,2.73374,140,0,34.35,37.4,115.9,59.6451,0,54,6094
CGAPD,200,1000,1000,300,125,512,10,3,0,291074,8961,5954,3925,272209,1.34845,53.5893,4.16724,140,0,34.45,37.1,120.85,76.0785,0,68,3051
IAGAPC-Enhanced,200,1000,1000,300,250,512,10,1,0.579829,601218,36507,5160,4751,554759,0.790229,64.867,0.42848,140,0,34.45,37.2,143.5,25.7852,18,22456,9000
CGAPD,200,1000,1000,300,125,512,10,10,0,288703,5463,2155,1188,273337,0.411496,16.2202,2.0665,140,0,34.45,37.45,118.05,63.3874,0,107,3294
CGAPD,200,1000,1000,300,125,512,10,7,0,291379,9383,4537,2803,272040,0.961977,38.2703,3.24464,140,0,34.55,37.6,118.6,70.2961,0,459,4486
IAGAPC-Enhanced,200,1000,1000,300,250,512,10,4,0.552428,582116,14156,3566,2550,558057,0.438057,34.816,1.37395,140,0,34.35,37.3,129.5,15.1697,18,6555,4100
IAGAPC-Enhanced,200,1000,1000,300,250,512,10,3,0.589023,584802,17304,5251,4251,557498,0.726913,58.0403,0.428601,140,0,34.45,37.05,139.5,20.5062,17,8553,3550
CGAPD,200,1000,1000,300,125,512,10,9,0,290390,7961,3833,2457,272472,0.846104,33.5462,3.33767,140,0,34.4,37.4,114.6,58.0489,0,84,4139
IAGAPC-Enhanced,200,1000,1000,300,250,512,10,2,0.595107,587749,20757,11491,7048,557139,1.19915,96.2287,2.39335,140,0,34.35,37.45,142.75,13.3037,25,3953,5402
IAGAPC-Enhanced,200,1000,1000,300,250,512,10,6,0.557844,581885,13904,5599,4502,558028,0.773692,61.4673,0.670724,140,0,34.4,37.25,104.75,11.0252,21,5552,2800
IAGAPC-Enhanced,200,1000,1000,300,250,512,10,8,0.575388,592208,25857,8124,7151,556351,1.20751,97.635,0.765024,140,0,34.35,37.25,157.4,16.353,13,12655,5150
IAGAPC-Enhanced,200,1000,1000,300,250,512,10,9,0.568492,584613,17005,8498,7603,557637,1.30052,103.806,0.428373,140,0,34.4,37.2,141.1,25.3086,18,5452,3100
IAGAPC-Enhanced,200,1000,1000,300,250,512,10,7,0.581144,591242,24756,6683,3059,556486,0.517385,41.7655,0.428919,140,0,34.55,37.6,175.25,26.9042,13,12003,6151
IAGAPC-Enhanced,200,1000,1000,300,250,512,10,10,0.559083,583074,15156,5706,3750,557918,0.643143,51.2,1.16763,140,0,34.45,37.4,146.8,22.727,12,5804,3701
AGAPC,200,1000,1000,300,250,512,10,2,0.342147,593883,27956,1959,1000,556010,0.168383,13.6533,0.431412,140,0,34.35,37.35,156.6,67.7592,6,17906,8200
IAGAPC-Enhanced,200,1000,1000,300,250,512,10,5,0.572486,603618,39260,20435,13823,554533,2.29002,188.73,0.467068,140,0,34.35,37.45,197.95,19.3638,14,13057,5851
AGAPC,200,1000,1000,300,250,512,10,1,0.328862,587728,20705,5315,4251,557023,0.723294,58.0403,0.807713,140,0,34.45,37.2,166.5,98.6153,11,11204,4250
AGAPC,200,1000,1000,300,250,512,10,3,0.369942,588336,21506,5387,4001,556942,0.680054,54.627,0.856878,140,0,34.45,37,146.35,55.3075,9,10255,5950
AGAPC,200,1000,1000,300,250,512,10,4,0.318483,586422,19254,2623,999,557199,0.170355,13.6397,5.83989,140,0,34.35,37.3,148.45,70.7585,9,11704,5000
AGAPC,200,1000,1000,300,250,512,10,8,0.336655,581520,13454,634,350,558066,0.0601871,4.77867,1.32185,140,0,34.35,37.25,132.45,76.9228,6,7354,5600
AGAPC,200,1000,1000,300,250,512,10,5,0.350198,586690,19555,8323,5099,557216,0.869113,69.6183,2.72625,140,0,34.35,37.4,135.8,59.3194,6,7203,4100
AGAPC,200,1000,1000,300,250,512,10,7,0.342796,589123,22307,6177,3151,556892,0.534863,43.0217,0.527168,140,0,34.55,37.55,148.95,81.0972,8,10856,5350
AGAPC,200,1000,1000,300,250,512,10,6,0.321132,585709,18259,7099,4036,557566,0.689079,55.1049,3.90696,140,0,34.4,37.4,134.85,69.1549,11,6005,5251
EGATS-N,200,1000,1000,300,250,512,10,4,0.328167,589054,22354,84,0,556748,0,0,0,140,0,34.35,37.3,180.4,88.9798,6,15954,6400
AGAPC,200,1000,1000,300,250,512,10,9,0.332392,594328,28260,5727,2558,556136,0.430402,34.9252,0.676343,140,0,34.4,37.35,145.95,88.8215,7,13559,9100
AGAPC,200,1000,1000,300,250,512,10,10,0.339765,586593,19356,7068,5351,557310,0.912217,73.059,1.42161,140,0,34.45,37.4,143.4,66.0179,7,8304,4050
EGATS-N,200,1000,1000,300,250,512,10,5,0.367023,584944,17356,1500,849,557588,0.145142,11.5917,3.26257,140,0,34.35,37.4,134.4,62.1274,11,9456,6500
EGATS-N,200,1000,1000,300,250,512,10,1,0.335803,583774,16007,7018,3579,557815,0.61308,48.8653,2.64236,140,0,34.45,37.45,136.55,79.0991,6,2753,6352
EGATS-N,200,1000,1000,300,250,512,10,6,0.325725,581698,13755,3043,1901,558075,0.326802,25.955,2.47836,140,0,34.4,37.4,120.2,99.76,6,5652,5151
EGATS-N,200,1000,1000,300,250,512,10,9,0.368442,583604,16006,1634,699,557772,0.119773,9.54368,8.15328,140,0,34.4,37.35,155.7,82.0617,7,8906,5550
